Timestamp	Role(s) with the kubernetes project.	I have been involved with Kubernetes for	Activities within the Kubernetes Community	I have a clear understanding of where the Kubernetes project is going.	Over the last year, my enthusiasm for the Kubernetes project has increased	Different opinions are valued and listened to in the community	If I could change one thing about the project direction it would be:	I feel welcomed in the Kubernetes community	My contributions are valued by the Kubernetes community	My biggest challenge getting involved in the community is:	I understand how project decisions are made	I understand how I can/should participate in the Kubernetes community	What community process needs the most work?	I am able to be a productive Kubernetes developer	What change to the Kubernetes development process would significantly improve your productivity?	I am able to successfully manage applications using Kubernetes	What change to Kubernetes application management would significantly improve your productivity?	I use a managed Kubernetes solution (Google Container Engine, Azure Container Service, CoreOS Tectonic, etc)	I am able to effectively manage my Kubernetes cluster	What change to Kubernetes cluster operations would most significantly improve your ability to manage a cluster?		Anything else you'd like to tell us?
2/22/2017 11:11:00	I am a Kubernetes SRE/Operator	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	3	6	7		7	7		5	6		3	Better go driver and support for an official java client	5	Better AWS support, master h/a 	No	6	Native networking support, boot2kube rollout, kubeadmin one year from now but have it today		
2/22/2017 12:35:27	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes product manager	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc	5	6	4	Improved support for "enterprise/corporate" deployments - secrets management, RBAC, CIS benchmark, etc	6	4	None (my involvement currently extends to the Slack team)	3		I don't understand the question	4	N/A I'm not a Kubernetes dev	5		No	3	kops, kube-aws, tectonic are simply not "production grade" for enterprises. They lack basic HA, security controls and other NFRs in my experience		Managed Kubernetes options (kops, kube-aws, etc) show a lot of promise and undoubtedly make cluster management easier, however they *must* allow operators to customise the infra more. For example, in the case of AWS, subnets, security groups, worker IAM roles, encrypted EDS volumes, cloud-config.
2/23/2017 1:29:05	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR)	6	7			7	6	Find the task to work on	4	4		5		7		No	7			Thank you for being framework rather than a platform 
2/23/2017 10:51:37	I am a Kubernetes developer	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	5	6		6	5	there are a lot of changes to the internals of functionality that are basically tribal knowlege, and require being called out on a "mistake" to find out about	6	6		5	documentation for Kubernetes internals and a process for notifying about major refactors	6		No				
2/23/2017 10:54:46	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes community supporter	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	7	5		6	4	Time to get more involved and open more PRs	5	6		7		5	More posts about production use-cases from the community.	Yes	5			Hope I could become a more effective Kubernetes developer in the next months :)
2/23/2017 13:34:00	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	4	5	5		5	5	Knowledge/experience	5	5	releases come to mind	3	Too new too the project and go, but I think a better defined code/library/directory structure would help a lot ;)	4	Improvements of stateful/legacy applications	No	4	Cluster setup and maintenance tools		
2/23/2017 21:37:49	I am a Kubernetes SRE/Operator, I am a Kubernetes developer relations or evangelism	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	7	Windows Support	7	7		6	6	Documentation on network, ingress, rbac	6	Getting started guides for new contributors	5	Stefulsets, Storage	Yes	6			
2/24/2017 2:13:53	I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR)	3	3	4		4	5	Getting up to speed with development: complexity, learning curve too steep	2	3		1	Clear examples, robust tools	5	Implementation of the FRs I filed.	Yes	5			
2/24/2017 13:13:50	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	4	5		5	5		4	6				5		No	5			
2/24/2017 17:13:20	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	6		7	7		7	7		7		7		No	7			
2/25/2017 7:53:39	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	3		5	3		5	5		6	More deployment options (red/black, canary, etc)	5		Yes	7			
2/25/2017 15:44:31	I am a Kubernetes user	< 1 year		5	7	6		7	7		5	3		5		6		No	7			
2/25/2017 17:54:02	I am a Kubernetes user	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	4		5	4	knowledge	2	2		2		6		Yes	6			
2/25/2017 18:16:51	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	6		7	6		5	6		6		7		No	7			
2/25/2017 19:09:37	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year		4	6	4		4	4	No time 	4	4		4		6		Yes	6			
2/26/2017 0:41:21	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	6		6	6		5	5		4		6		No	5			
2/26/2017 2:04:39	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	1	5	1	To give operators running small clusters some thought when developing the software and it's usecases.	4	3	I am not running kubernetes in a standard/documented environment.	1	3	Triaging use cases that are still valid, but not prioritised by corporate backers (or use cases)	2	Separating the documentation and APIs between usecases for "users of a kubernetes cluster" and "operators of a kubernetes cluster"	3	Allow 12-factory style apps to be run/scaled/updated using a single, short command. At the moment, at least a deployment and service need to be defined, along with ingress rules for external conectivity. Take some lessons from PaaSes like heroku that try to simplify the development experiance for apps on-top of kubernetes. App developers don't need to become kubernetes experts, just to run on kubernetes.	No	7	IPv6. Dynamic resolution of the "current" IPv4 address of hosts. And remove the assumption that a nodes address is static for the life time of the physical hardware.		
2/26/2017 5:47:20	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes product manager	1 - 2 years	I have filed or commented on an issue	5	6	5	sometimes feels like new functionality happens too quickly. Can't always keep up, so unaware or hesitant to use newer features. Also means develops waste time fixibg something not broken just to use the newest. 	5	5		3	4		5		5		Yes	5			
2/26/2017 5:58:17	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer, I am a Kubernetes developer relations or evangelism	2 - 3 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	7	6	5	Define boundaries of Kubernetes core to ensure that distributions are easy to work with, e.g. for an operator it's easy to identify core processes and where their configs and logs are.	6	6		5	5		5	Make it easier and quicker to test changes.	5	I'll save this for a proposal.	Yes	5	Clear contract of where management boundaries are between Kubernetes control plane components, cloud provider and any other systems.		
2/26/2017 6:05:30		1 - 2 years		4	4	4	More education. 	4	4		2	6		4				Yes	3	Less bugs. And less bugs in docker, too, since they are related. 		This survey needs work. You need "not applicable" as an option. I'm an executive that leads a business. Questions didn't reflect many of my thoughts. 
2/26/2017 6:20:42	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR)	5	5	4	Slowing down, and focusing on code and documentation quality. Kubernetes' Go code often reads like transpiled Java.	5	4	Too many committees, working groups, etc. — the project would benefit from a more dictatorial approach.	4	4		3		5	Proper support for an idiomatic Go client library!!!	No	3	Settling on a single mechanism to deploy/upgrade a cluster: kubeadm, kops, something else, just pick ·one· and devote all sig-ops energy to it. Balkanization is counterproductive at this stage.		
2/26/2017 7:38:11	I am a Kubernetes developer	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	6	6	Reduce friction for contributing	7	5		3	3		3	Clear e2e process around design proposals	5		Yes	5			
2/26/2017 10:02:37	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	6	7	5		6	7	Figuring out an easy to get started issue to work on	6	5				7		Yes	6			
2/26/2017 13:49:05	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	6	6	make it easier for new contributers to find something usefull to work on	5	4	finding issues that need work but are not already owned	5	4	onboarding new developers (via for example an online hackaton)	5		6	more docs on best practises like on premise ha-ingress setup 	No	6	integration with an identity provider		great project!
2/26/2017 13:54:39	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year		5	7						3	3				5	Secure secrets storage (e.g. Vault)	No	5	A simple way to set up Kubernetes for a multi-tenant environment (like OpenShift but just using base Kubernetes)		Currently using OpenShift in a multi-tenant environment - would like to switch to just using base Kubernetes, but for now OpenShift provides some useful stuff like integrated user auth system and web console that implements user permissions
2/26/2017 16:43:59	I am a Kubernetes user, I am a Kubernetes product manager, I am a Kubernetes community supporter	< 1 year	I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	6		7	6		5	5		5		7		Yes	6			
2/26/2017 16:45:48	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes community supporter, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	7	7	7		7	6		5	5		4		6		No	7			
2/26/2017 22:32:05	I am a Kubernetes product manager	> 3 years	I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	3	4	5		3	4		4	4				5		No	5			
2/26/2017 22:44:49	I am a Kubernetes product manager	1 - 2 years	I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	2	5	2		3	4		1	1		1		3		Yes	5			
2/27/2017 1:37:54	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR)	4	6	3	Not the direction per se, but I'd love to see decisions getting made more swiftly and orderly. Discussions dragging along far too long seems to be a common problem IMHO. (Example: should we split the repo or not.)	6	6	Getting consensus on things.	2	4	Decision making in general: what is needed in order to make a final call on matters?	4		5	The number of things one needs to do is hard to determine without delving too deep: liveness checks, readiness checks, graceful termination handlers, requests, limits, etc. This needs to be available in one central place.	Yes	3	Integration of GKE with more legacy systems is very hard to impossible. It needs to be more open.		Keep up the good work! Kubernetes is a fantastic project!
2/27/2017 4:06:26	I am a Kubernetes user, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	7	Even better support for stateful applications such as databases, especially in the area of block storage. I'd like to see database vendors stop recommending to deploy DBs outside of kube	7	6	Lack of spare time...	5	6		6	Perhaps one central web page that explains how I could help. 	7	Improvement and better clarity on PVs, especially dynamic storage classes. In addition, enhancements in external networking, beefing up Ingress implementations. The last thing, not directly related to k8s, is the docker image build process	No	7	Kubeadm was great. Keep working in that direction while improving documentation. Easy upgrades would be nice. Better disk full detection and cleanup		You guys are the greatest ! 
2/27/2017 6:08:32																						
2/27/2017 7:53:35	I am a Kubernetes user	< 1 year		3	6						2	2		1		6		No	6			
2/27/2017 17:57:53	I am a Kubernetes user, I am a Kubernetes developer, I am a Kubernetes community supporter	2 - 3 years	I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	6	6		6	6		5	6		7		7		No	4			
2/28/2017 8:06:29	I am a Kubernetes community supporter	< 1 year	I have asked a question on Slack/Stack Overflow/etc	2	6	3		3	4		2	1		3		3		Yes	4			
2/28/2017 10:16:14	I am a Kubernetes user	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	6		7			5	5		6		7		Yes	6	Improved Azure integration 		
2/28/2017 19:52:51	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	6		5	5		5	5		7		7		Yes	7			
3/1/2017 22:30:01	I am a Kubernetes developer	< 1 year	I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc)	5	6	5		5	6		3	4	Centralizing around github makes it difficult to follow. Github is not a great product.	5				No	6			
3/1/2017 22:47:06	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc	4	5	5	to make it easy to use for developer, like with charts	6	6	No experience in Go. Sorry. :)	6	5	Project spec / incubation	6	having higher level services such as charts	6	Not sure if it's present yet, but if one could input yaml/json data in a UI on k8s and that would create the required service/pod for them, it could mean ease of deployment for end users.	Yes	6	NA		I am very new in the community and looking forward to some good interactions and providing valuable contributions.
3/1/2017 23:11:00	I am a Kubernetes developer	< 1 year	I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR)	5	6	5		5	5		3	5		4	Better workflow for running tests and finding logs.			No				
3/2/2017 7:21:51	I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	3	6	4	The build/ci system, it may impede scaling in future	6	6	Level of complexity of build system	5	6		6	Not checking in auto-generated code; make client-go completely stand-alone	4		No	4			Great community, but it's velocity can leave developer feeling overwhelmed;
3/2/2017 10:11:48	I am a Kubernetes developer	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	5	5	Stop testing everything in e2e	5	4	Getting reviews	3	4	Features	4	Stable api's / developer docs for critical components like apimachinery							
3/2/2017 10:48:54	I am a Kubernetes SRE/Operator, I am a Kubernetes community supporter	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	6	Better communication on governance structures, and how to get involved.	6	6	Documentation.	4	4	How to get started, as a user and as a developer, and as a contributor.	3	Documentation	4		No	4			
3/2/2017 11:04:06	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes community supporter, I am a Kubernetes developer relations or evangelism	< 1 year	I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	6	5	Better guidance for new contributors	6	6	knowing where to contribute most effectively	4	5	governance	6	clear feature hand-offs and stewardship	5	more interrogation of the kubelet	Yes	5	consistent kubectl syntax		
3/2/2017 11:07:02	I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	7	5		5	6	understanding how the community operates and how to correctly plug into the processes	2	4		5	faster/more reliable/easier automated testing			Yes				
3/2/2017 20:24:32	I am a Kubernetes developer	> 3 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	4	5	I have concerns that the process management sides of the project have taken too much decision making away from technical leadership.  I would like to ensure that the maintainers role is not diluted by process management.	7	7	feeling like i need to know everything rather than focusing on a particular problem area.  i think the project has evolved to a point where a lot of depth is required.	4	7	we need to continue to empower and delegate responsibility to the individual sigs	7	reduce latency in code reviews, possibly via pair development around features.  we need to grow more depth in reviewer pool.			Yes		improvements to upgrade processes.  HA clusters are not common in the development process but common in production.		
3/3/2017 0:44:43	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7		I think there is a bit of a "librarian problem" – there is tons of information available about the project's roadmap, plans, direction, etc, but it's not obvious where it is or how to find it.	4	4		3	3				6		No	6			
3/3/2017 8:42:07	I am a Kubernetes user, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have answered a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7			6	7		4	6		6		7		Yes	7			
3/3/2017 8:43:27	I am a Kubernetes user	< 1 year	I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	7	7	7		7	7		6	7		7		7		No	7			
3/3/2017 8:47:29	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	2	7	4	Not sure to be honest too soon 	6	4	Lot of people lot of opinions	5	3	No opinion	4	No opinion	6	Better documentation of the manifest spec, too hard to find out this	No	6	Better docs on how a kops built or kubeadm cluster hangs together, too much blackboxness about it, as a nubie 		Kubernetes is great, awesome intact, but the documentation is a bit patchy from a nubie perspective, and the does not help the learning curve. 
3/3/2017 8:49:57	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	7	4		6	4	time - I can't commit much		4		7		7	Helm is kinda shoddy - it's a big step up from kubectl apply -f * but I am often surprised / disappointed with how it works	Yes	7			
3/3/2017 8:50:00	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	5	Treat Logging as 1st class citizen	6			6	6	More best-practise examples in docs			6	Better support of log aggregators	No	5	Streamline kubernetes update process		We love Kubernetes ❤️
3/3/2017 8:51:11	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year		6	7	6		5	4		1	4		4		7		Yes	6	Better Ingress/DNS		
3/3/2017 8:57:04	I am a Kubernetes developer relations or evangelism	< 1 year	I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR)	5	6	5		7	5	Poor Documentation	2	3	Definitely documentation	5	The current organisation of the repo can not be tracked. It can fill your mail box in one day. Defintely separating repo can increase transparancy. The bot activites are also annoying. Following an issue is almost impossible.	5	Aws managed k8s	No	4	Upgrade. Clearly.		May the force with you!
3/3/2017 8:58:52	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have filed or commented on an issue	6	7	7		7	6		6	7		4		7		Yes	6			
3/3/2017 8:59:41	I am a Kubernetes user, I am a Kubernetes developer	1 - 2 years	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	6	Better docs. 	5	5	My employer	4	5		4	better delineation of public vs private APIs. E.g. When building things like operators from coreos, which client apis should I use?	5	YAML is tedious sometimes. Many CLI commands are verbose. 	No	4	Control plane HA and DR. 		
3/3/2017 9:01:11	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes community supporter	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR)	5	6	6	Simplify approach to compete with tools like ECS	4	4	Time	6	6	Sometimes Q&A gets lost in the slack channels 	6	Stronger counterpart to something like docker-compose	6	Environment related vars (tools like kexpand solve), perhaps charts and helm already cover it	No	6	Losing the battle of K8S to AWS managed services. ECS isn't as rich, but because it comes with amazon support and is managed, K8S becomes a harder sell.		Love the tool and it's portability, I see the potential to move past containers onto unikernels, direct interface with hypervisor platforms, lower level orchestration.
3/3/2017 9:04:47	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7			6						7		6		Yes	6			
3/3/2017 9:07:25	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have filed or commented on an issue, I have submitted a pull request (PR)	5	5	5		5	5		5	5		4		2		Yes	5			
3/3/2017 9:08:57	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc	5	7	4		6	4		6	6		5		6		Yes	5			
3/3/2017 9:13:41	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year		6	7	5		6			5	2		4		6		No	6	An upgrade functionality to the next stable version		You are awesome. I really like the work you are doing. 
3/3/2017 9:29:06	I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	6		7	7		6	6		5	Better, more precise documentation	5	Documentation	Yes	6			
3/3/2017 9:43:52	I am a Kubernetes user	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	5	3		6	4		3	3		4		5		Yes	5			
3/3/2017 10:17:29	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc	3	5	5	better documentation with various step by step instructions	6	4		2	2		1		4		No	2			
3/3/2017 10:22:50	I am a Kubernetes SRE/Operator, I am a Kubernetes community supporter, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have filed or commented on an issue, I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	5	To be go better, I like more work about the solution for work with Disk into k8	6	5	not sure , I like the challenge	5	4	nor sure	5	Work with disk-network	5	it is fine now	Yes	6	The safety		The safety about docker need work more to use in kubernetes
3/3/2017 11:22:14	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	7		7	5	definitive answers on current state of features	4	5		5	quick start documentation	6		Yes	6			
3/3/2017 11:44:25	I am a Kubernetes user	1 - 2 years		5	6	4	Cluster installation process which is very hard.	5			3	3		5		5		Yes	5	Installation process.		
3/3/2017 11:50:44	I am a Kubernetes SRE/Operator	2 - 3 years	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	7		7	7		4	6		6		7		No	6			
3/3/2017 12:38:00	I am a Kubernetes community supporter	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	6	6	make it easier to new folks to become involved	6			5	2		5		6			6			
3/3/2017 13:30:33	I am a Kubernetes SRE/Operator	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	5	7	4		4	4		4	6		3		6		Yes	5			
3/3/2017 13:50:15	I am a Kubernetes user	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	3	6	6		7	4	The lack of resources on Kubernetes	4	6		6		6		Yes	5			
3/3/2017 14:03:13	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	4	6	6		6	4		4	4		3		6	Improve taints	No	6	Kops for azure		
3/3/2017 14:10:37	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc	5	7	6	Some structure around the various deployment options, which are actively 'favoured' and which are heading towards deprecation.	6	5	Time on my own part!	5	5	Not sure	4	Not sure	5	Better definition of access control and policy	No	5			
3/3/2017 14:16:24	I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have filed or commented on an issue	5	6	5	Make external IP attachable to a service similar to PV PVC	4	4		4	4		6	Code based (declarative def) instead of CLI based instructions in tutorials 	6	 Better Monitoring!!   Improve deployment transparency in UI project	Yes	6	Easier to change service account permissions on running instances!		Kubernetes changed our culture at our org
3/3/2017 14:21:28	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have filed or commented on an issue	4	6	5		6	6		4	4		5		6		No	5	install and operating tools		
3/3/2017 14:51:13	I am a Kubernetes SRE/Operator	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR)	2	6	4		4	4	Knowing where to start and how to get involved	2	3		3		5		No	6	Node and control plane failures		
3/3/2017 15:43:52	I am a Kubernetes SRE/Operator, I am a Kubernetes user	2 - 3 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	4	7	Accurate, up-to-date documentation should be a first class citizen. No code gets committed without corresponding docs.	7	7	It's so large that it's hard to get the right people's attention when you have an issue or want to discuss a certain topic.	5	5		4		6	Finish implementing the "templates + parameterization" proposal. Allow replication controllers, deployments, and daemon sets, etc. to be restarted to pick up new configmap/secret changes without having to manually delete pods or "fake" a deployment by changing a dummy value.	No	5	Automation of cluster PKI assets. There is basically no solution for this right now and it's a huge pain. What happens when you need to renew certs? Rotate keys? Revoke a user's cert when they've left your company? etc.		
3/3/2017 16:37:47	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year		1	7	6		7	7		7	7		7		7		Yes	7			
3/3/2017 17:06:33	I am a Kubernetes developer	1 - 2 years	I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc)	6	4	3		7	7		1	7	Clarify decision making authority, empower sigs to make decisions	5	Less test flakes, more leadership/participation on sig-contribex by people who contribute code on a regular basis			Yes	7			
